pr,repo,number,path,additions,deletions
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_2_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_2_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_2_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_2_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_2_square_md_7.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_avatars_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_landscape_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_landscape_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_landscape_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_landscape_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_portrait_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_catalog_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/set_doers_portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/ultrawide_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/ultrawide_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/ultrawide_lg_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/static/src/img/configurator/ultrawide_lg_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/views/customizations.xml,2,17
odoo/design-themes#1287,odoo/design-themes,1287,theme_graphene/views/images_library.xml,254,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/__manifest__.py,0,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_7.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_8.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_md_9.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_xl_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_xl_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/landscape_xl_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/portrait_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/portrait_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_1_landscape_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_1_landscape_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_1_landscape_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_2_square_md_7.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_avatars_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_landscape_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_landscape_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_landscape_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_landscape_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_portrait_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_catalog_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/set_doers_portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/static/src/img/configurator/ultrawide_lg_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/images_content.xml,254,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_card_offset.xml,0,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_carousel.xml,0,10
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_color_blocks_2.xml,2,2
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_company_team_grid.xml,6,6
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_cover.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_image_hexagonal.xml,1,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_media_list.xml,3,3
odoo/design-themes#1287,odoo/design-themes,1287,theme_kea/views/snippets/s_picture.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/__manifest__.py,0,2
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/landscape_xl_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/landscape_xl_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/landscape_xl_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/portrait_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/portrait_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_1_landscape_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_1_landscape_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_1_landscape_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_2_square_md_7.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_landscape_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_landscape_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_landscape_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_landscape_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_portrait_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_catalog_square_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/set_doers_portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/ultrawide_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/ultrawide_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/ultrawide_lg_4.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/img/configurator/ultrawide_lg_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/static/src/js/tour.js,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/images_library.xml,253,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_accordion_image.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_banner.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_card_offset.xml,0,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_carousel.xml,0,13
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_company_team_grid.xml,6,6
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_framed_intro.xml,0,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_image_frame.xml,0,11
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_image_hexagonal.xml,1,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_image_punchy.xml,0,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_image_text.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_sidegrid.xml,0,7
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_striped_top.xml,0,4
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_text_image.xml,1,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_kiddo/views/snippets/s_three_columns.xml,3,3
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/__manifest__.py,0,1
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_5.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_6.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_7.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_8.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_md_9.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_xl_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_xl_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/landscape_xl_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/portrait_lg_1.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/portrait_lg_2.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/portrait_lg_3.webp,0,0
odoo/design-themes#1287,odoo/design-themes,1287,theme_loftspace/static/src/img/configurator/set_1_landscape_md_1.webp,0,0
